SQ_CANDIDATO;CD_SG_UF;CD_TP_AGREMIACAO;CD_PARTIDO;CD_DS_NACIONALIDADE;CD_SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;CD_DS_GENERO;CD_DS_GRAU_INSTRUCAO;CD_DS_ESTADO_CIVIL;CD_DS_COR_RACA;CD_DS_OCUPACAO;CD_ST_REELEICAO;CAT_CANDIDATO_A_PRESIDENTE;CAT_CANDIDATO_A_GOVERNADOR;CD_DS_PORTE;NR_IDADE_PARTIDO_2018;CD_DS_ESPECTRO_POLITICO;CD_DS_POSICIONAMENTO_IDEOLOGICO;CD_CAT_LEGALIZACAO_CANNABIS;CD_CAT_ESTATUTO_DESARMAMENTO;CD_CAT_DESCRIMINALIZACO_ABORTO;CD_CAT_CASAMENTO_LGBT;CD_CAT_REDUCAO_MAIORIDADE_PENAL;CD_CAT_PRIVATIZACOES_EMPRESAS_PUBLICAS;CD_CAT_COTAS_UNIVERSIDADES;CD_CAT_EDUCACAO_SEXUAL_GENERO_EM_ESCOLAS;CD_CAT_MISTURA_ENTRE_POLITICA_RELIGAO;CD_CAT_MILITARISMO;CD_CAT_RURALISMO;CD_CAT_TRABALHISMO;ANO_ELEICAO;TOTAL_FILIADOS;TOTAL_VALOR_BENS;SCORE;TOTAL_VALOR_DESPESAS;PUB_MKT;QT_VOTOS_NOMINAIS_TOTAL
210000603693;23;1;17;2;23;53;2;3;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;13389.65;9875.35;8336
210000603694;23;1;17;2;23;52;2;6;1;2;102;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;0;0;6614
210000603696;23;1;17;2;23;55;2;6;3;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;30373.88;17642.8;32200
210000603697;23;1;17;2;23;67;2;6;1;2;45;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;35750;19356;11039
210000603698;23;1;17;2;26;63;2;7;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;103459.5;87937;20332
210000603699;23;1;17;2;23;31;1;3;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;0;0;927
210000603700;23;1;17;2;23;37;1;7;4;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;1512;1510;5138
210000603701;23;1;17;2;23;49;2;6;1;2;156;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;92508.29;80142.41;88559
210000603702;23;1;17;2;23;58;1;6;2;5;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;38182.5;8020;3805
210000625491;23;1;17;2;23;53;1;7;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;2453;0;0;2000;0;1151
220000000250;21;1;17;2;21;27;1;3;4;4;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;668;0;0;0;0;511
220000625843;21;2;17;2;21;41;1;6;1;4;1;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;300;13982.35;9718;5605
220000625844;21;2;17;2;7;43;1;6;1;2;1;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;24808.82;12300;2306
220000625845;21;2;17;2;18;53;2;3;1;2;9;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;17;155510.04;121685.29;26656
220000625846;21;2;17;2;3;59;2;6;1;4;64;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;8;40936.78;9600;28344
220000625849;21;2;17;2;26;58;2;6;1;2;101;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;79;60956.6;20044.8;9973
220000625850;21;2;17;2;13;57;2;1;1;2;9;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;30493;20914.56;6860
220000625851;21;2;17;2;21;43;2;6;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;19999.96;5000;1256
220000625852;21;2;17;2;3;44;2;3;1;4;96;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;40000;5387;2153
220000625854;21;2;17;2;21;29;2;6;1;2;190;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;4902.5;1500;1053
220000629065;21;2;17;2;21;25;1;3;4;2;69;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;0;0;207
220000629423;21;2;17;2;11;41;2;3;1;4;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;668;0;0;10000;7000;760
230000606191;22;1;17;2;23;37;2;6;1;2;156;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;5100;54941.7;25684.5;12969
230000606192;22;1;17;2;6;49;2;6;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;29867.93;14772;1873
230000606193;22;1;17;2;14;41;2;3;4;2;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;67;8500.35;8485;1623
230000606194;22;1;17;2;22;40;2;3;1;4;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;2800;22913.2;13750;3622
230000606195;22;1;17;2;22;43;1;6;4;4;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;42000;13070;1256
230000606196;22;1;17;2;10;35;1;6;4;2;2;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;12000;7000;95
230000606197;22;1;17;2;22;42;2;6;4;4;132;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;0;0;603
230000606198;22;1;17;2;18;42;1;6;1;2;134;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;30414.04;0;547
230000606199;22;1;17;2;14;67;2;6;1;2;155;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;331;0;0;0;0;104
240000609708;24;2;17;2;24;43;2;6;2;2;2;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;10515.74;8174.5;16631
240000609709;24;2;17;2;24;49;2;6;1;2;101;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;536;34128.39;32028.39;44023
240000609710;24;2;17;2;24;32;1;6;4;2;2;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;50;60182.52;43689.16;109363
240000609711;24;2;17;2;24;43;2;6;2;2;155;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;9662;8846.03;9409
240000609712;24;2;17;2;24;36;2;6;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;400;320200;261830.33;142571
240000609713;24;2;17;2;23;51;1;6;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;4160;3930;22099
240000609714;24;2;17;2;19;50;2;6;2;2;154;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;8;18.85;0;29366
240000609715;24;2;17;2;24;54;2;6;1;2;33;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;19861.35;13024.53;35021
240000609716;24;2;17;2;24;32;1;3;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;395;395;13969
240000609717;24;2;17;2;24;30;2;7;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;25;220567.97;185652.79;87345
240000609718;24;2;17;2;24;30;2;3;4;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;4679.4;1300;9085
240000609719;24;2;17;2;19;61;2;6;1;2;105;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;25;48658;23017;60069
240000609720;24;2;17;2;18;55;2;6;1;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;36986.75;14542;10387
240000609721;24;2;17;2;12;51;2;6;1;2;156;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;17;15031.9;6352.5;30196
240000609722;24;2;17;2;19;39;2;6;4;4;131;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;17;15100;11967.54;56785
240000609723;24;2;17;2;18;48;1;6;2;3;157;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;200;200;4513
240000609731;24;2;17;2;24;49;2;6;1;2;2;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;50;7685.3;7645;29505
240000609732;24;2;17;2;24;40;1;3;3;2;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;0;0;1987
240000609733;24;2;17;2;24;30;1;6;4;2;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;3253;0;0;0;0;2018
250000000100;26;1;17;2;26;42;1;6;3;2;155;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;0;0;678
250000000103;26;1;17;2;6;49;2;3;1;4;136;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;6341.84;2985.5;1759
250000000105;26;1;17;1;28;45;1;6;1;2;70;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;268436.22;0;2100;300;176
250000000106;26;1;17;2;26;42;2;3;1;4;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;143500;0;11009.43;4102;3871
250000000109;26;1;17;2;26;51;2;6;1;2;2;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;326600;0;88209;83709;3374
250000000112;26;1;17;2;18;63;2;6;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;95355.89;0;62000;16186.58;0
250000000117;26;1;17;2;26;59;2;3;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;14500;0;3716.75;2392.75;325
250000000118;26;1;17;2;15;51;1;7;1;5;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;3226.25;3226.25;370
250000000119;26;1;17;2;26;36;1;6;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;0;0;1285
250000000121;26;1;17;2;26;80;2;6;1;2;2;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;1938667.17;0;246836.41;69290.45;32195
250000000122;26;1;17;2;25;43;2;3;1;4;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;6773.3;1073.3;607
250000000123;26;1;17;2;26;44;2;6;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;407321.41;0;56124.6;4932;29695
250000000129;26;1;17;2;11;49;2;1;2;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;2392900;0;650;150;218
250000000135;26;1;17;2;26;35;2;6;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;28000;0;1875.5;1325.5;1005
250000000138;26;1;17;2;26;49;2;3;1;4;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;6155.5;5605.5;804
250000000139;26;1;17;2;26;34;1;3;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;17785.25;17675.25;2881
250000000144;26;1;17;2;26;54;2;6;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;815000;0;1100;300;605
250000000152;26;1;17;2;26;50;2;3;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;4390.75;2392.75;559
250000000153;26;1;17;2;12;53;2;6;1;1;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;30465.52;0;2484.25;2484.25;544
250000000158;26;1;17;2;6;64;2;1;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;0;0;2100
250000000346;26;1;17;2;16;53;1;4;1;2;46;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;2002.55;4.55;323
250000000351;26;1;17;2;11;50;2;6;1;4;41;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;0;0;2391.25;2391.25;401
250000000370;26;1;17;2;26;59;1;3;2;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;11932;203549;0;2002.55;4.55;6
250000613266;26;2;17;2;26;47;1;6;5;2;143;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10000;4890.5;2483
250000613269;26;2;17;2;26;62;2;6;1;2;132;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;34544.35;20430;24863
250000613270;26;2;17;2;26;54;2;3;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;215010.02;137792.25;23912
250000613271;26;2;17;2;26;40;2;6;4;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;8435.81;6835.77;1839
250000613273;26;2;17;2;26;55;2;6;1;2;188;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;19624.97;17424.97;13499
250000613276;26;2;17;2;26;43;2;6;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;51453.53;26012.9;5729
250000613278;26;2;17;2;26;26;2;7;4;2;1;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;8458.8;560;1242
250000613280;26;2;17;2;26;46;2;6;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10321.52;7971.98;2523
250000613281;26;2;17;2;26;40;2;7;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;9223.45;5520;2008
250000613282;26;2;17;2;26;52;2;6;1;2;102;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;16754.6;10951.3;11359
250000613283;26;2;17;2;12;64;2;6;1;2;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;111404.1;28280;1896
250000613284;26;2;17;2;26;69;2;6;1;2;15;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;29000;22947.38;16422
250000613291;26;2;17;2;26;38;1;6;2;2;2;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;667110.39;617117.45;14825
250000613292;26;2;17;2;26;38;2;6;4;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;392396.35;200837;78712
250000613295;26;2;17;2;26;38;1;6;4;2;88;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;500193.37;405897.57;76306
250000613299;26;2;17;2;26;57;2;6;2;2;1;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;128089.08;40912.1;31718
250000613300;26;2;17;2;26;52;2;6;4;2;132;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;418074.87;80030;69256
250000613302;26;2;17;2;26;45;1;6;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10681;3251;649
250000613303;26;2;17;2;26;63;2;6;1;2;64;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;12360.7;9972.26;20461
250000613307;26;2;17;2;26;64;2;6;1;2;102;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;37307.33;27442.1;74190
250000613308;26;2;17;2;26;50;2;3;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;18872.56;0;3990
250000613312;26;2;17;2;26;45;2;7;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;6850;6520;1810
250000613316;26;2;17;2;26;47;1;6;4;1;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10705.4;9155.05;5905
250000613343;26;2;17;2;18;52;1;6;4;4;117;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10000;5229.13;5613
250000613349;26;2;17;2;26;42;2;6;1;4;64;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;21889.22;13403.75;5482
250000613351;26;2;17;2;24;46;2;1;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;218553.07;70759.07;22031
250000613352;26;2;17;2;23;44;2;6;1;2;130;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;59316.42;22897.38;24029
250000613357;26;2;17;2;26;27;2;6;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;16744;7557;8777
250000613358;26;2;17;2;19;55;2;3;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;200;15882.27;5265.5;155522
250000613366;26;2;17;2;13;88;2;6;1;2;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;57584.71;50587.3;19127
250000613372;26;2;17;2;26;67;2;6;1;1;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;3350;3350;6005
250000613373;26;2;17;2;26;55;2;6;1;4;132;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;23178.05;19921.78;2147
250000613374;26;2;17;2;26;48;2;6;4;2;138;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;2507.3;1500;11163
250000613376;26;2;17;2;26;41;2;6;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;48503.25;37557;14057
250000613377;26;2;17;2;26;48;2;3;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;2025;0;4856
250000613378;26;2;17;2;19;34;2;6;4;2;156;1;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;100;187406.64;136673;1843735
250000613379;26;2;17;2;26;47;2;6;1;2;148;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;19200.77;9911.2;6184
250000613381;26;2;17;2;26;37;1;3;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;9415.51;3600;585
250000613383;26;2;17;2;11;65;1;2;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10000;0;286
250000613386;26;2;17;2;26;37;1;2;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;1500;0;880
250000613393;26;2;17;2;19;49;2;6;1;2;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;196625.24;134174.27;118457
250000613397;26;2;17;2;26;60;1;3;1;2;147;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;9999.15;8666;1182
250000613400;26;2;17;2;11;54;1;3;1;4;56;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;0;0;330
250000613408;26;2;17;2;26;55;1;6;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;7223.22;4530;3228
250000613416;26;2;17;2;26;42;1;6;2;2;143;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10044.7;2180;2830
250000613417;26;2;17;2;16;68;1;6;2;2;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;0;0;2043
250000613423;26;2;17;2;26;70;2;6;1;2;45;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;126037.05;117980;3751
250000613427;26;2;17;2;26;52;2;6;2;2;105;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;8452.65;5648;17281
250000613430;26;2;17;2;15;50;2;3;1;2;156;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;198097.76;89696;19731
250000613431;26;2;17;2;26;49;1;6;5;2;132;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10999.93;8471.55;1680
250000613432;26;2;17;2;26;57;2;1;4;5;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;5702.75;4279;3532
250000613433;26;2;17;2;26;36;1;5;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;10036.39;6754.9;278
250000613445;26;2;17;2;23;54;2;6;1;2;2;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;3762.8;3694.5;3077
250000613447;26;2;17;2;26;53;2;1;1;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;66540;55921;98373
250000613449;26;2;17;2;26;30;2;6;1;2;101;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;129249.15;111859.28;25908
250000613451;26;2;17;2;18;40;1;6;1;2;94;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;90;238400.59;103237.5;1078666
250000628610;26;2;17;2;26;41;1;3;4;2;124;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;0;0;196
250000628611;26;2;17;2;19;45;2;6;1;5;61;0;1;0;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;11932;0;0;0;0;2340
260000000094;25;1;17;2;25;30;1;3;4;2;149;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;1016;0;0;1448;0;112
260000624582;25;2;17;2;19;52;2;6;2;2;105;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;508.5;0;1410
260000624586;25;2;17;2;25;24;1;4;4;4;173;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;0;0;1294
260000624588;25;2;17;2;16;39;2;6;1;2;135;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;1365.5;948;1826
260000624589;25;2;17;2;25;40;1;6;2;1;142;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;1300;5930.35;5430;7695
260000624598;25;2;17;2;25;27;1;7;4;3;149;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;831;264;807
260000624603;25;2;17;2;2;51;2;3;1;4;143;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;2551.7;1940;2154
260000624610;25;2;17;2;19;56;2;3;4;2;25;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;0;0;406
260000629919;25;2;17;2;25;23;1;3;1;4;69;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1016;0;0;0;0;271
270000000289;27;1;17;2;27;49;2;3;1;4;105;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2014;1514;250000;0;23748.19;13709.24;1786
270000625435;27;1;17;2;27;44;1;6;1;4;88;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1500;1500;748
270000625436;27;1;17;2;7;26;2;6;4;2;2;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;20;7068.5;5470;5611
270000625437;27;1;17;2;18;64;2;6;2;2;61;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;433;24256;23520;9858
270000625439;27;1;17;2;19;44;2;3;1;4;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1000;0;845
270000625441;27;1;17;2;9;45;1;7;4;2;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1500;1000;110
270000625448;27;1;17;2;27;36;2;3;4;5;124;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1750;0;2314
270000625450;27;1;17;2;27;63;1;7;5;2;15;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1700;1500;409
270000625451;27;1;17;2;14;30;1;3;1;5;126;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;1513.2;1500;1089
270000625470;27;1;17;2;27;31;2;3;4;2;41;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;967.5;950;811
270000625478;27;1;17;2;27;50;2;6;2;4;132;0;1;1;2;22;4;1;3;4;2;2;1;1;2;2;1;1;1;2;2018;1514;0;0;9000;7350;4575
 10000601164;1;2;18;2;1;29;2;6;4;4;20;0;1;1;2;4;3;3;4;1;2;2;3;3;3;3;3;2;3;2;2018;86;0;6900;314913.55;170147;5414
 10000601165;1;2;18;2;1;32;1;6;4;4;142;0;1;1;2;4;3;3;4;1;2;2;3;3;3;3;3;2;3;2;2018;86;0;0;2231.05;1000;312
 20000602676;2;2;18;2;2;56;1;6;1;4;63;0;1;0;2;4;3;3;4;1;2;2;3;3;3;3;3;2;3;2;2018;243;0;244;724054;468286;53793
 30000619267;4;1;18;2;4;24;2;3;4;5;61;0;1;0;2;4;3;3;4;1;2;2;3;3;3;3;3;2;3;2;2018;1965;0;0;0;0;947
